"City","ID","Name","Sex","Age","Height","Weight","Team","NOC","Games","Year","Season","Sport","Event","Medal","Country","host","TeamEvent","won","n_medals"
"Rio de Janeiro",5277,"Tania Karina Arrayales Macas",0,20,158,53,"Mexico","MEX","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",12574,"Gbor Gyula Boczk",1,39,192,89,"Hungary","HUN","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Team","Bronze","Brazil",0,1,1,1
"Rio de Janeiro",79400,"Nataly de la Luz Michel Silva",0,26,171,62,"Mexico","MEX","2016 Summer",2016,"Summer","Fencing","Fencing Women's Foil, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",112678,"Aleksandra Anna Socha (-Szelagowski)",0,34,174,66,"Poland","POL","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",57571,"Dmytro Mykolaiovych Kariuchenko",1,36,179,79,"Ukraine","UKR","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",6198,"Julin Ayala Navarrete",1,24,171,80,"Mexico","MEX","2016 Summer",2016,"Summer","Fencing","Fencing Men's Sabre, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",93280,"Mara Beln Prez Maurice",0,31,180,68,"Argentina","ARG","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",80820,"Nathalie Marie Moellhausen",0,30,177,63,"Brazil","BRA","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Team",NA,"Brazil",1,1,0,0
"Rio de Janeiro",29842," Th Anh",0,20,165,58,"Vietnam","VIE","2016 Summer",2016,"Summer","Fencing","Fencing Women's Foil, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",81456,"Aldo Montano",1,37,184,82,"Italy","ITA","2016 Summer",2016,"Summer","Fencing","Fencing Men's Sabre, Individual",NA,"Brazil",0,0,0,4
"Rio de Janeiro",62433,"Man Wai ""Vivian"" Kong",0,22,178,66,"Hong Kong","HKG","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",64399,"Richard Adam Kruse",1,33,190,84,"Great Britain","GBR","2016 Summer",2016,"Summer","Fencing","Fencing Men's Foil, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",125779,"Sofiya Aleksandrovna Velikaya",0,31,175,70,"Russia","RUS","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Team","Gold","Brazil",0,1,1,1
"Rio de Janeiro",26949,"Tams Decsi",1,33,178,82,"Hungary","HUN","2016 Summer",2016,"Summer","Fencing","Fencing Men's Sabre, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",67538,"Erwann Lucien douard Le Pchoux",1,34,171,65,"France","FRA","2016 Summer",2016,"Summer","Fencing","Fencing Men's Foil, Team","Silver","Brazil",0,1,1,0
"Rio de Janeiro",116303,"Pavel Vladimirovich Sukhov",1,28,179,75,"Russia","RUS","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",120793,"Guilherme Amaral Toldo",1,23,176,70,"Brazil","BRA","2016 Summer",2016,"Summer","Fencing","Fencing Men's Foil, Team",NA,"Brazil",1,1,0,0
"Rio de Janeiro",5277,"Tania Karina Arrayales Macas",0,20,158,53,"Mexico","MEX","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Team",NA,"Brazil",0,1,0,0
"Rio de Janeiro",99485,"Andrs Rdli",1,32,193,83,"Hungary","HUN","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",14215,"Alexandre Bouzaid",1,35,168,75,"Senegal","SEN","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",43835,"Maria Loreta Gulotta",0,29,174,63,"Italy","ITA","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",79907,"Katherine Miller",0,22,180,74,"Brazil","BRA","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Team",NA,"Brazil",1,1,0,0
"Rio de Janeiro",54558,"Jeong Jin-Seon",1,32,185,83,"South Korea","KOR","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Team",NA,"Brazil",0,1,0,1
"Rio de Janeiro",43311,"Gauthier Grumier",1,32,188,83,"France","FRA","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Team","Gold","Brazil",0,1,1,1
"Rio de Janeiro",17512,"Mlina Clugreanu",0,19,176,66,"Romania","ROU","2016 Summer",2016,"Summer","Fencing","Fencing Women's Foil, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",133685,"Mariel Leigh Zagunis",0,31,173,72,"United States","USA","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Team","Bronze","Brazil",0,1,1,3
"Rio de Janeiro",64451,"Olena Serhivna Kryvytska",0,29,174,62,"Ukraine","UKR","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Team",NA,"Brazil",0,1,0,0
"Rio de Janeiro",1649,"Artur Kamilevich Akhmatkhuzin",1,28,187,79,"Russia","RUS","2016 Summer",2016,"Summer","Fencing","Fencing Men's Foil, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",68450,"Lei Sheng",1,32,193,77,"China","CHN","2016 Summer",2016,"Summer","Fencing","Fencing Men's Foil, Team",NA,"Brazil",0,1,0,1
"Rio de Janeiro",51134,"Kelley Anne Hurley",0,28,175,75,"United States","USA","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Individual",NA,"Brazil",0,0,0,1
"Rio de Janeiro",72712,"Hanna yczbiska",0,26,178,64,"Poland","POL","2016 Summer",2016,"Summer","Fencing","Fencing Women's Foil, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",133752,"Youssra Zakarani",0,21,162,58,"Morocco","MAR","2016 Summer",2016,"Summer","Fencing","Fencing Women's Foil, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",133685,"Mariel Leigh Zagunis",0,31,173,72,"United States","USA","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Individual",NA,"Brazil",0,0,0,4
"Rio de Janeiro",42730,"Rossella Gregorio",0,25,164,60,"Italy","ITA","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Team",NA,"Brazil",0,1,0,0
"Rio de Janeiro",99886,"Lauren Rembi",0,24,178,60,"France","FRA","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",6743,"Marta Baenza Centurion",0,24,164,52,"Brazil","BRA","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Individual",NA,"Brazil",1,0,0,0
"Rio de Janeiro",40417,"Isis Raymari Gimnez Surez",0,26,170,68,"Venezuela","VEN","2016 Summer",2016,"Summer","Fencing","Fencing Women's Foil, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",72025,"Jean-Michel Lucenay",1,38,186,78,"France","FRA","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Team","Gold","Brazil",0,1,1,0
"Rio de Janeiro",82901,"Ibtihaj Muhammad",0,30,170,68,"United States","USA","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",47885,"Anatoliy Anatoliyovych Herei",1,27,186,75,"Ukraine","UKR","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",20571,"Ka Long ""Edgar"" Cheung",1,19,181,68,"Hong Kong","HKG","2016 Summer",2016,"Summer","Fencing","Fencing Men's Foil, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",95300,"Paolo Pizzo",1,33,180,70,"Italy","ITA","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Individual",NA,"Brazil",0,0,0,1
"Rio de Janeiro",72724,"Ma Jianfei",1,32,186,78,"China","CHN","2016 Summer",2016,"Summer","Fencing","Fencing Men's Foil, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",40004,"Simona Cristina Gherman (Alexandru-)",0,31,170,58,"Romania","ROU","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Team","Gold","Brazil",0,1,1,0
"Rio de Janeiro",120793,"Guilherme Amaral Toldo",1,23,176,70,"Brazil","BRA","2016 Summer",2016,"Summer","Fencing","Fencing Men's Foil, Individual",NA,"Brazil",1,0,0,0
"Rio de Janeiro",33257,"Mohamed Essam Al-Din Hassanain",1,21,180,74,"Egypt","EGY","2016 Summer",2016,"Summer","Fencing","Fencing Men's Foil, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",60028,"Kim Jeong-Hwan",1,32,178,66,"South Korea","KOR","2016 Summer",2016,"Summer","Fencing","Fencing Men's Sabre, Individual","Bronze","Brazil",0,0,1,1
"Rio de Janeiro",132795,"Yana Karapetovna Yegoryan",0,22,175,64,"Russia","RUS","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Team","Gold","Brazil",0,1,1,0
"Rio de Janeiro",113034,"Pter Somfai",1,36,188,85,"Hungary","HUN","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Team","Bronze","Brazil",0,1,1,0
"Rio de Janeiro",33257,"Mohamed Essam Al-Din Hassanain",1,21,180,74,"Egypt","EGY","2016 Summer",2016,"Summer","Fencing","Fencing Men's Foil, Team",NA,"Brazil",0,1,0,0
"Rio de Janeiro",3403,"Mohamed Amer",1,18,199,80,"Egypt","EGY","2016 Summer",2016,"Summer","Fencing","Fencing Men's Sabre, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",383,"Mojtaba Abedini Shormasti",1,31,180,83,"Iran","IRI","2016 Summer",2016,"Summer","Fencing","Fencing Men's Sabre, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",39168,"Yuliya Petrovna Gavrilova",0,27,169,56,"Russia","RUS","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Team","Gold","Brazil",0,1,1,0
"Rio de Janeiro",7217,"Andrea Baldini",1,30,175,70,"Italy","ITA","2016 Summer",2016,"Summer","Fencing","Fencing Men's Foil, Team",NA,"Brazil",0,1,0,1
"Rio de Janeiro",109532,"Shen Chen",0,26,171,62,"China","CHN","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",69930,"Rubn Daro Limardo Gascn",1,31,175,75,"Venezuela","VEN","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Team",NA,"Brazil",0,1,0,1
"Rio de Janeiro",68450,"Lei Sheng",1,32,193,77,"China","CHN","2016 Summer",2016,"Summer","Fencing","Fencing Men's Foil, Individual",NA,"Brazil",0,0,0,1
"Rio de Janeiro",59209,"Olha Hennadivna Kharlan",0,25,172,68,"Ukraine","UKR","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Individual","Bronze","Brazil",0,0,1,3
"Rio de Janeiro",110649,"Amanda Netto Simeo",0,22,166,62,"Brazil","BRA","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Team",NA,"Brazil",1,1,0,0
"Rio de Janeiro",110096,"Lyubov Andreyevna Shutova",0,33,177,64,"Russia","RUS","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",75301,"Henrique Tavian Pereira Marques",1,19,178,71,"Brazil","BRA","2016 Summer",2016,"Summer","Fencing","Fencing Men's Foil, Individual",NA,"Brazil",1,0,0,0
"Rio de Janeiro",59341,"Sergey Viktorovich Khodos",1,30,197,87,"Russia","RUS","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Team",NA,"Brazil",0,1,0,0
"Rio de Janeiro",10279,"Ji Beran",1,34,192,80,"Czech Republic","CZE","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",18840,"Andrea Cassar",1,32,193,93,"Italy","ITA","2016 Summer",2016,"Summer","Fencing","Fencing Men's Foil, Individual",NA,"Brazil",0,0,0,3
"Rio de Janeiro",63873,"Olena Vitalivna Kravatska",0,24,176,66,"Ukraine","UKR","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",34882,"Silvio Ernesto Fernndez Briceo",1,37,193,80,"Venezuela","VEN","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Team",NA,"Brazil",0,1,0,0
"Rio de Janeiro",34882,"Silvio Ernesto Fernndez Briceo",1,37,193,80,"Venezuela","VEN","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",43835,"Maria Loreta Gulotta",0,29,174,63,"Italy","ITA","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Team",NA,"Brazil",0,1,0,0
"Rio de Janeiro",28685,"Loredana Dinu (Iordchioiu-)",0,32,168,60,"Romania","ROU","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Team","Gold","Brazil",0,1,1,0
"Rio de Janeiro",116514,"Sun Yujie",0,23,185,78,"China","CHN","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Team","Silver","Brazil",0,1,1,2
"Rio de Janeiro",132192,"Aleksey Andreyevich Yakimenko",1,32,184,80,"Russia","RUS","2016 Summer",2016,"Summer","Fencing","Fencing Men's Sabre, Individual",NA,"Brazil",0,0,0,1
"Rio de Janeiro",15119,"Maxime Brinck-Croteau",1,30,178,83,"Canada","CAN","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",91583,"Park Sang-Young",1,20,177,73,"South Korea","KOR","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Team",NA,"Brazil",0,1,0,1
"Rio de Janeiro",10112,"Alejandra Jhonay de Jess Bentez Romero",0,36,169,62,"Venezuela","VEN","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",85727,"Nguyn Th L Dung",0,32,168,55,"Vietnam","VIE","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",36475,"Tarek Fouad Muhammad Kamil Ayad",1,29,180,75,"Egypt","EGY","2016 Summer",2016,"Summer","Fencing","Fencing Men's Foil, Team",NA,"Brazil",0,1,0,0
"Rio de Janeiro",95921,"Joseph Polossifakis",1,25,178,77,"Canada","CAN","2016 Summer",2016,"Summer","Fencing","Fencing Men's Sabre, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",20194,"Chen Haiwei",1,21,188,78,"China","CHN","2016 Summer",2016,"Summer","Fencing","Fencing Men's Foil, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",125608,"Irene Vecchi",0,27,170,56,"Italy","ITA","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",23307,"Rayssa Costa de Oliveira",0,25,176,63,"Brazil","BRA","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Individual",NA,"Brazil",1,0,0,0
"Rio de Janeiro",42770,"Eileen Grench",0,29,152,59,"Panama","PAN","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",35147,"Marco Fichera",1,22,180,74,"Italy","ITA","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",116303,"Pavel Vladimirovich Sukhov",1,28,179,75,"Russia","RUS","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Team",NA,"Brazil",0,1,0,0
"Rio de Janeiro",79670,"Sbin Mikina",0,28,168,51,"Azerbaijan","AZE","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",108698,"Seo Ji-Yeon",0,23,168,56,"South Korea","KOR","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Team",NA,"Brazil",0,1,0,0
"Rio de Janeiro",10958,"Azza Besbes",0,25,175,62,"Tunisia","TUN","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",96742,"Ren Pranz",1,30,184,76,"Austria","AUT","2016 Summer",2016,"Summer","Fencing","Fencing Men's Foil, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",68286,"Enzo-Boris Lefort",1,24,190,80,"France","FRA","2016 Summer",2016,"Summer","Fencing","Fencing Men's Foil, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",80184,"Kazuyasu Minobe",1,29,177,75,"Japan","JPN","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",59588,"Lee Kiefer",0,22,163,49,"United States","USA","2016 Summer",2016,"Summer","Fencing","Fencing Women's Foil, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",41656,"rsula Sarah Gonzlez Garate",0,24,171,71,"Mexico","MEX","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",53261,"Josphine Jacques-Andr-Coquin",0,25,170,51,"France","FRA","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Team",NA,"Brazil",0,1,0,0
"Rio de Janeiro",78281,"Gerek Lin Meinhardt",1,26,183,80,"United States","USA","2016 Summer",2016,"Summer","Fencing","Fencing Men's Foil, Individual",NA,"Brazil",0,0,0,1
"Rio de Janeiro",35147,"Marco Fichera",1,22,180,74,"Italy","ITA","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Team","Silver","Brazil",0,1,1,0
"Rio de Janeiro",54482,"Jeon Hui-Suk",0,32,169,60,"South Korea","KOR","2016 Summer",2016,"Summer","Fencing","Fencing Women's Foil, Individual",NA,"Brazil",0,0,0,1
"Rio de Janeiro",72724,"Ma Jianfei",1,32,186,78,"China","CHN","2016 Summer",2016,"Summer","Fencing","Fencing Men's Foil, Team",NA,"Brazil",0,1,0,0
"Rio de Janeiro",101565,"Tas de Morais Rochel",0,32,165,61,"Brazil","BRA","2016 Summer",2016,"Summer","Fencing","Fencing Women's Foil, Individual",NA,"Brazil",1,0,0,0
"Rio de Janeiro",99485,"Andrs Rdli",1,32,193,83,"Hungary","HUN","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Team","Bronze","Brazil",0,1,1,0
"Rio de Janeiro",78801,"Marcus John Charles Mepstead",1,26,183,78,"Great Britain","GBR","2016 Summer",2016,"Summer","Fencing","Fencing Men's Foil, Team",NA,"Brazil",0,1,0,0
"Rio de Janeiro",69930,"Rubn Daro Limardo Gascn",1,31,175,75,"Venezuela","VEN","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Individual",NA,"Brazil",0,0,0,1
"Rio de Janeiro",42730,"Rossella Gregorio",0,25,164,60,"Italy","ITA","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",31023,"Yekaterina Vladimirovna Dyachenko",0,28,167,53,"Russia","RUS","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Team","Gold","Brazil",0,1,1,0
"Rio de Janeiro",49661,"Daryl Homer",1,26,173,74,"United States","USA","2016 Summer",2016,"Summer","Fencing","Fencing Men's Sabre, Individual","Silver","Brazil",0,0,1,0
"Rio de Janeiro",15769,"Manon Brunet",0,20,165,55,"France","FRA","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",62254,"Violetta Vitalyevna Kolobova",0,25,176,64,"Russia","RUS","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Team","Bronze","Brazil",0,1,1,0
"Rio de Janeiro",62321,"Alina Ivanivna Komashchuk",0,23,169,75,"Ukraine","UKR","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",62321,"Alina Ivanivna Komashchuk",0,23,169,75,"Ukraine","UKR","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Team","Silver","Brazil",0,1,1,0
"Rio de Janeiro",56301,"Jung Seung-Hwa",1,35,180,80,"South Korea","KOR","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Team",NA,"Brazil",0,1,0,0
"Rio de Janeiro",91918,"Pancho Paskov",1,22,178,77,"Bulgaria","BUL","2016 Summer",2016,"Summer","Fencing","Fencing Men's Sabre, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",6073,"Anton Alekseyevich Avdeyev",1,29,174,85,"Russia","RUS","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",75301,"Henrique Tavian Pereira Marques",1,19,178,71,"Brazil","BRA","2016 Summer",2016,"Summer","Fencing","Fencing Men's Foil, Team",NA,"Brazil",1,1,0,0
"Rio de Janeiro",116514,"Sun Yujie",0,23,185,78,"China","CHN","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Individual",NA,"Brazil",0,0,0,3
"Rio de Janeiro",57571,"Dmytro Mykolaiovych Kariuchenko",1,36,179,79,"Ukraine","UKR","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Team",NA,"Brazil",0,1,0,0
"Rio de Janeiro",67473,"Le Huilin",0,27,172,62,"China","CHN","2016 Summer",2016,"Summer","Fencing","Fencing Women's Foil, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",108698,"Seo Ji-Yeon",0,23,168,56,"South Korea","KOR","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",33057,"Arianna Errigo",0,28,180,68,"Italy","ITA","2016 Summer",2016,"Summer","Fencing","Fencing Women's Foil, Individual",NA,"Brazil",0,0,0,2
"Rio de Janeiro",117342,"Matyas Szabo",1,24,183,82,"Germany","GER","2016 Summer",2016,"Summer","Fencing","Fencing Men's Sabre, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",54558,"Jeong Jin-Seon",1,32,185,83,"South Korea","KOR","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Individual",NA,"Brazil",0,0,0,1
"Rio de Janeiro",6131,"Giorgio Avola",1,27,178,72,"Italy","ITA","2016 Summer",2016,"Summer","Fencing","Fencing Men's Foil, Team",NA,"Brazil",0,1,0,1
"Rio de Janeiro",82901,"Ibtihaj Muhammad",0,30,170,68,"United States","USA","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Team","Bronze","Brazil",0,1,1,0
"Rio de Janeiro",46324,"Max Hartung",1,26,189,86,"Germany","GER","2016 Summer",2016,"Summer","Fencing","Fencing Men's Sabre, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",117407,"Emese Judit Szsz",0,33,176,71,"Hungary","HUN","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Individual","Gold","Brazil",0,0,1,0
"Rio de Janeiro",120797,"Julieta Isabel Toledo Ames",0,19,166,66,"Mexico","MEX","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",68286,"Enzo-Boris Lefort",1,24,190,80,"France","FRA","2016 Summer",2016,"Summer","Fencing","Fencing Men's Foil, Team","Silver","Brazil",0,1,1,0
"Rio de Janeiro",34997,"Nicolas Massao Ferreira Silva",1,23,185,84,"Brazil","BRA","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Individual",NA,"Brazil",1,0,0,0
"Rio de Janeiro",6073,"Anton Alekseyevich Avdeyev",1,29,174,85,"Russia","RUS","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Team",NA,"Brazil",0,1,0,0
"Rio de Janeiro",120797,"Julieta Isabel Toledo Ames",0,19,166,66,"Mexico","MEX","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Team",NA,"Brazil",0,1,0,0
"Rio de Janeiro",38842,"Enrico Garozzo",1,27,190,70,"Italy","ITA","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Team","Silver","Brazil",0,1,1,0
"Rio de Janeiro",41285,"Daniel Gmez Tanamachi",1,26,178,78,"Mexico","MEX","2016 Summer",2016,"Summer","Fencing","Fencing Men's Foil, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",19644,"Miles Cleveland Chamley-Watson",1,26,193,80,"United States","USA","2016 Summer",2016,"Summer","Fencing","Fencing Men's Foil, Individual",NA,"Brazil",0,0,0,1
"Rio de Janeiro",109215,"Aida Vladimirovna Shanayeva",0,30,173,63,"Russia","RUS","2016 Summer",2016,"Summer","Fencing","Fencing Women's Foil, Individual",NA,"Brazil",0,0,0,2
"Rio de Janeiro",125608,"Irene Vecchi",0,27,170,56,"Italy","ITA","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Team",NA,"Brazil",0,1,0,0
"Rio de Janeiro",87909,"Diego Occhiuzzi",1,35,180,76,"Italy","ITA","2016 Summer",2016,"Summer","Fencing","Fencing Men's Sabre, Individual",NA,"Brazil",0,0,0,3
"Rio de Janeiro",124671,"Seppe Van Holsbeke",1,28,193,93,"Belgium","BEL","2016 Summer",2016,"Summer","Fencing","Fencing Men's Sabre, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",1649,"Artur Kamilevich Akhmatkhuzin",1,28,187,79,"Russia","RUS","2016 Summer",2016,"Summer","Fencing","Fencing Men's Foil, Team","Gold","Brazil",0,1,1,0
"Rio de Janeiro",125779,"Sofiya Aleksandrovna Velikaya",0,31,175,70,"Russia","RUS","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Individual","Silver","Brazil",0,0,1,2
"Rio de Janeiro",84428,"Nam Hyeon-Hui",0,34,155,46,"South Korea","KOR","2016 Summer",2016,"Summer","Fencing","Fencing Women's Foil, Individual",NA,"Brazil",0,0,0,2
"Rio de Janeiro",44653,"Nada Hafez",0,18,168,58,"Egypt","EGY","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",13436,"Yannick Philippe Andr Borel",1,27,197,100,"France","FRA","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",54810,"Jiao Yunlong",1,28,190,87,"China","CHN","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",91495,"Park Gyeong-Du",1,32,177,77,"South Korea","KOR","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Team",NA,"Brazil",0,1,0,0
"Rio de Janeiro",49497,"Katharine Holmes",0,23,180,80,"United States","USA","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Team",NA,"Brazil",0,1,0,0
"Rio de Janeiro",110649,"Amanda Netto Simeo",0,22,166,62,"Brazil","BRA","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Individual",NA,"Brazil",1,0,0,0
