"ID","Name","Sex","Age","Height","Weight","Team","NOC","Year","Season","Sport","Event","Country","host","TeamEvent","n_medals"
51134,"Kelley Anne Hurley",0,36,175,75,"United States","USA",2024,"Summer","Fencing","Fencing Women's epee, Team","Brazil",0,1,1
45138,"Laurence Halsted",1,40,185,85,"Great Britain","GBR",2024,"Summer","Fencing","Fencing Men's Foil, Team","Brazil",0,1,0
109674,"Shi Jialuo",1,31,184,71,"Other","CHN",2024,"Summer","Fencing","Fencing Men's Foil, Team","Brazil",0,1,0
91495,"Park Gyeong-Du",1,40,177,77,"Other","KOR",2024,"Summer","Fencing","Fencing Men's epee, Individual","Brazil",0,0,0
86206,"Bohdan Sergiyevych Nikishyn",1,44,188,85,"Other","UKR",2024,"Summer","Fencing","Fencing Men's epee, Team","Brazil",0,1,0
43412,"Gu Bon-Gil",1,35,182,70,"Other","KOR",2024,"Summer","Fencing","Fencing Men's Sabre, Individual","Brazil",0,0,1
95300,"Paolo Pizzo",1,41,180,70,"Italy","ITA",2024,"Summer","Fencing","Fencing Men's epee, Team","Brazil",0,1,1
131654,"Dagmara Wozniak (Woniak-)",0,36,173,81,"United States","USA",2024,"Summer","Fencing","Fencing Women's Sabre, Individual","Brazil",0,0,0
52053,"Gza Imre",1,49,184,75,"Hungary","HUN",2024,"Summer","Fencing","Fencing Men's epee, Individual","Brazil",0,0,3
71060,"Tatyana Yuryevna Logunova",0,44,174,62,"Other","RUS",2024,"Summer","Fencing","Fencing Women's epee, Team","Brazil",0,1,2
1730,"Monica Aksamit",0,34,183,74,"United States","USA",2024,"Summer","Fencing","Fencing Women's Sabre, Team","Brazil",0,1,1
41656,"rsula Sarah Gonzlez Garate",0,32,171,71,"Other","MEX",2024,"Summer","Fencing","Fencing Women's Sabre, Team","Brazil",0,1,0
68588,"Olha Oleksandrivna Leleiko",0,47,178,68,"Other","UKR",2024,"Summer","Fencing","Fencing Women's Foil, Individual","Brazil",0,0,0
64399,"Richard Adam Kruse",1,41,190,84,"Great Britain","GBR",2024,"Summer","Fencing","Fencing Men's Foil, Team","Brazil",0,1,0
13908,"Ins Boubakri",0,35,167,56,"Other","TUN",2024,"Summer","Fencing","Fencing Women's Foil, Individual","Brazil",0,0,1
2082,"Lubna Al-Omair",0,37,152,45,"Other","KSA",2024,"Summer","Fencing","Fencing Women's Foil, Individual","Brazil",0,0,0
78380,"Guilherme Melaragno",1,30,184,88,"Other","BRA",2024,"Summer","Fencing","Fencing Men's epee, Individual","Brazil",0,0,0
110915,"Sin A-Lam",0,37,168,56,"Other","KOR",2024,"Summer","Fencing","Fencing Women's epee, Team","Brazil",0,1,1
27750,"Eli Dershwitz",1,28,185,77,"United States","USA",2024,"Summer","Fencing","Fencing Men's Sabre, Individual","Brazil",0,0,0
47885,"Anatoliy Anatoliyovych Herei",1,35,186,75,"Other","UKR",2024,"Summer","Fencing","Fencing Men's epee, Team","Brazil",0,1,0
19644,"Miles Cleveland Chamley-Watson",1,34,193,80,"United States","USA",2024,"Summer","Fencing","Fencing Men's Foil, Team","Brazil",0,1,1
110915,"Sin A-Lam",0,37,168,56,"Other","KOR",2024,"Summer","Fencing","Fencing Women's epee, Individual","Brazil",0,0,1
32480,"Irina Embrich (Zamkovaja-)",0,44,170,54,"Other","EST",2024,"Summer","Fencing","Fencing Women's epee, Individual","Brazil",0,0,0
104227,"Timur Marselevich Safin",1,31,182,82,"Other","RUS",2024,"Summer","Fencing","Fencing Men's Foil, Team","Brazil",0,1,2
51133,"Courtney Lyn Hurley",0,33,173,80,"United States","USA",2024,"Summer","Fencing","Fencing Women's epee, Individual","Brazil",0,0,1
71060,"Tatyana Yuryevna Logunova",0,44,174,62,"Other","RUS",2024,"Summer","Fencing","Fencing Women's epee, Individual","Brazil",0,0,2
91120,"Kseniya Hennadivna Panteleieva",0,30,168,75,"Other","UKR",2024,"Summer","Fencing","Fencing Women's epee, Team","Brazil",0,1,0
80922,"Noura Mohamed",0,26,173,60,"Other","EGY",2024,"Summer","Fencing","Fencing Women's Foil, Individual","Brazil",0,0,0
17863,"Marie-Florence Candassamy",0,33,185,74,"France","FRA",2024,"Summer","Fencing","Fencing Women's epee, Team","Brazil",1,1,0
60761,"Erika Kirpu",0,32,174,61,"Other","EST",2024,"Summer","Fencing","Fencing Women's epee, Individual","Brazil",0,0,0
87174,"Nikolai Novosjolov",1,44,191,93,"Other","EST",2024,"Summer","Fencing","Fencing Men's epee, Individual","Brazil",0,0,0
124579,"Saskia Loretta van Erven Garca",0,36,175,64,"Other","COL",2024,"Summer","Fencing","Fencing Women's Foil, Individual","Brazil",0,0,0
57230,"Kang Young-Mi",0,39,164,63,"Other","KOR",2024,"Summer","Fencing","Fencing Women's epee, Individual","Brazil",0,0,0
93550,"Ghislain Gabriel Perrier",1,37,179,75,"Other","BRA",2024,"Summer","Fencing","Fencing Men's Foil, Team","Brazil",0,1,0
38841,"Daniele Garozzo",1,31,177,65,"Italy","ITA",2024,"Summer","Fencing","Fencing Men's Foil, Individual","Brazil",0,0,1
107837,"Athos Marangon Schwantes",1,39,190,85,"Other","BRA",2024,"Summer","Fencing","Fencing Men's epee, Team","Brazil",0,1,0
105556,"Andrea Santarelli",1,31,184,76,"Italy","ITA",2024,"Summer","Fencing","Fencing Men's epee, Team","Brazil",0,1,1
51389,"Hwang Seo-Na",0,34,163,55,"Other","KOR",2024,"Summer","Fencing","Fencing Women's Sabre, Individual","Brazil",0,0,0
36475,"Tarek Fouad Muhammad Kamil Ayad",1,37,180,75,"Other","EGY",2024,"Summer","Fencing","Fencing Men's Foil, Individual","Brazil",0,0,0
90667,"Seyed Ali Pakdaman Esmaeilzadeh",1,33,193,94,"Other","IRI",2024,"Summer","Fencing","Fencing Men's Sabre, Individual","Brazil",0,0,0
133079,"Yoon Ji-Su",0,31,170,60,"Other","KOR",2024,"Summer","Fencing","Fencing Women's Sabre, Team","Brazil",0,1,0
57230,"Kang Young-Mi",0,39,164,63,"Other","KOR",2024,"Summer","Fencing","Fencing Women's epee, Team","Brazil",0,1,0
59512,"Maksym Volodymyrovych Khvorost",1,42,186,85,"Other","UKR",2024,"Summer","Fencing","Fencing Men's epee, Team","Brazil",0,1,0
69929,"Francisco Alberto Limardo Gascn",1,37,180,75,"Other","VEN",2024,"Summer","Fencing","Fencing Men's epee, Individual","Brazil",0,0,0
59280,"Anissa Khelfaoui (-Nassonenko)",0,32,168,62,"Other","ALG",2024,"Summer","Fencing","Fencing Women's Foil, Individual","Brazil",0,0,0
61435,"Edina Monika Knapek",0,46,166,53,"Hungary","HUN",2024,"Summer","Fencing","Fencing Women's Foil, Individual","Brazil",0,0,0
96112,"Simona Pop (Deac-)",0,35,178,62,"Other","ROU",2024,"Summer","Fencing","Fencing Women's epee, Individual","Brazil",0,0,0
96112,"Simona Pop (Deac-)",0,35,178,62,"Other","ROU",2024,"Summer","Fencing","Fencing Women's epee, Team","Brazil",0,1,1
12574,"Gbor Gyula Boczk",1,47,192,89,"Hungary","HUN",2024,"Summer","Fencing","Fencing Men's epee, Individual","Brazil",0,0,1
131654,"Dagmara Wozniak (Woniak-)",0,36,173,81,"United States","USA",2024,"Summer","Fencing","Fencing Women's Sabre, Team","Brazil",0,1,1
106488,"Fernando Augusto Dias Scavasin",1,39,184,80,"Other","BRA",2024,"Summer","Fencing","Fencing Men's Foil, Team","Brazil",0,1,0
56091,"Bogna Jwiak",0,41,182,80,"Other","POL",2024,"Summer","Fencing","Fencing Women's Sabre, Individual","Brazil",0,0,0
9612,"Julia Beljajeva",0,32,176,70,"Other","EST",2024,"Summer","Fencing","Fencing Women's epee, Individual","Brazil",0,0,0
9612,"Julia Beljajeva",0,32,176,70,"Other","EST",2024,"Summer","Fencing","Fencing Women's epee, Team","Brazil",0,1,0
51133,"Courtney Lyn Hurley",0,33,173,80,"United States","USA",2024,"Summer","Fencing","Fencing Women's epee, Team","Brazil",0,1,1
20427,"Aleksey Borisovich Cheremisinov",1,39,183,75,"Other","RUS",2024,"Summer","Fencing","Fencing Men's Foil, Team","Brazil",0,1,1
120774,"Kenta Tokunan",1,36,183,83,"Other","JPN",2024,"Summer","Fencing","Fencing Men's Sabre, Individual","Brazil",0,0,0
4442,"Vadim Vladimirovich Anokhin",1,32,192,91,"Other","RUS",2024,"Summer","Fencing","Fencing Men's epee, Individual","Brazil",0,0,0
14698,"Ana Maria Florentina Brnz-Popescu",0,39,175,64,"Other","ROU",2024,"Summer","Fencing","Fencing Women's epee, Individual","Brazil",0,0,1
59209,"Olha Hennadivna Kharlan",0,33,172,68,"Other","UKR",2024,"Summer","Fencing","Fencing Women's Sabre, Team","Brazil",0,1,3
80887,"Aida Gabriella Mohamed",0,48,162,57,"Hungary","HUN",2024,"Summer","Fencing","Fencing Women's Foil, Individual","Brazil",0,0,0
89932,"Yuki Ota",1,38,171,69,"Other","JPN",2024,"Summer","Fencing","Fencing Men's Foil, Individual","Brazil",0,0,2
